mountain_id,route_name,route_time,route_difficulty,start_point,ferata,height_diff,gear_summer,gear_winter
196,Dom v Lepeni - Bogatin (čez Bogatinsko sedlo),4 h 30 min,delno zahtevna označena pot,Dom v Lepeni (700 m),,1277,čelada,"čelada, cepin, dereze"
196,Planina Polog - Bogatin (čez Prehodce),5 h 45 min,delno zahtevna označena pot,Planina Polog (457 m),,1520,"čelada, cepin, dereze","čelada, cepin, dereze"
197,Soča - Pri Banderi,3 h 40 min,lahko brezpotje,Soča (500 m),,1474,,"cepin, dereze"
198,Pri Rupah - Lipanski vrh,1 h 45 min,lahka označena pot,Pri Rupah (1350 m),,624,,"cepin, dereze"
198,Dolina Krma - Lipanski vrh,2 h 45 min,zahtevna označena pot,Dolina Krma (930 m),,1044,čelada,"čelada, cepin, dereze"
198,Rudno polje - Lipanski vrh (skozi Zgornji Razor),2 h 5 min,"lahka neoznačena steza, delno zahtevna označena pot",Rudno polje (1347 m),,627,,"cepin, dereze"
199,Koča pri Savici - Vrh Planje (čez sedlo Planja),5 h 30 min,"lahka neoznačena steza, delno zahtevna označena pot",Koča pri Savici (653 m),,1318,,"cepin, dereze"
199,Koča pri Savici - Vrh Planje (čez Kser),5 h 30 min,delno zahtevna označena pot,Koča pri Savici (653 m),,1318,,"cepin, dereze"
199,Planina Polog - Vrh Planje (čez planino Dobrenjščico),5 h 30 min,"lahko brezpotje, delno zahtevna označena pot",Planina Polog (457 m),,1514,,"cepin, dereze"
200,Lužnice - Monte Gosadon,3 h 50 min,zelo zahtevna označena pot,Lužnice (691 m),,1277,čelada,"čelada, cepin, dereze"
200,Ombrico - Monte Gosadon,3 h 40 min,lahka neoznačena steza,Ombrico (721 m),,1247,čelada,"čelada, cepin, dereze"
200,Planina Zajzera - Monte Gosadon,4 h 10 min,zelo zahtevna označena pot,Planina Zajzera (1004 m),,964,"čelada, komplet za samovarovanje, svetilka","čelada, komplet za samovarovanje, cepin, dereze, svetilka"
200,Lužnice - Monte Gosadon (čez Forcella Cuel Tarond),5 h 35 min,zelo zahtevna označena pot,Lužnice (691 m),,1277,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
201,Pod Debelo glavo - Raskovec,2 h 25 min,lahko brezpotje,Pod Debelo glavo (1200 m),,767,,"cepin, dereze"
201,Javorje - Raskovec (čez Rodico),3 h 45 min,lahka neoznačena steza,Javorje (1050 m),,917,,"cepin, dereze"
201,Pod Debelo glavo - Raskovec (mimo lovske koče),2 h 40 min,lahko brezpotje,Pod Debelo glavo (1220 m),,747,,
201,Rutarski gozd - Raskovec (čez Rodico),3 h 30 min,lahka neoznačena steza,Rutarski gozd (1030 m),,937,,"cepin, dereze"
201,Vodel - Raskovec,2 h 45 min,lahko brezpotje,Vodel (1086 m),,881,,"cepin, dereze"
201,Grant - Raskovec (čez Rodico),4 h 30 min,lahko brezpotje,Grant (725 m),,1242,,"cepin, dereze"
202,Javorje - Rodica (markirana pot),2 h 45 min,lahka označena pot,Javorje (1050 m),,916,,"cepin, dereze"
202,Rutarski gozd - Rodica,2 h 30 min,lahka označena pot,Rutarski gozd (1030 m),,936,,"cepin, dereze"
202,Ski hotel Vogel - Rodica,3 h,lahka označena pot,Ski hotel Vogel (1540 m),,426,,"cepin, dereze"
202,Ravne - Rodica (čez Črno prst),6 h 5 min,delno zahtevna označena pot,Ravne (735 m),,1231,,"cepin, dereze"
202,Ribčev Laz - Rodica (preko sedla Čez Suho),4 h 15 min,lahka označena pot,Ribčev Laz (546 m),,1420,,"cepin, dereze"
202,Javorje - Rodica (čez Lepo Suho),2 h 30 min,lahka neoznačena steza,Javorje (1050 m),,916,,"cepin, dereze"
202,Grant - Rodica,3 h 30 min,lahka označena pot,Grant (725 m),,1241,,"cepin, dereze"
202,Ribčev Laz - Rodica (čez Lepo Suho),4 h,lahka neoznačena steza,Ribčev Laz (546 m),,1420,,"cepin, dereze"
202,Stržišče - Rodica,4 h 15 min,lahka označena pot,Stržišče (756 m),,1210,čelada,"čelada, cepin, dereze"
202,Kneške Ravne (Prošček) - Rodica,4 h 45 min,"lahka neoznačena steza, zahtevna označena pot",Kneške Ravne (Prošček) (754 m),,1212,,"cepin, dereze"
203,Soča - Vrh Ovčje planje,3 h 50 min,lahko brezpotje,Soča (500 m),,1465,,"cepin, dereze"
204,Pri Rupah - Okroglež,1 h 55 min,lahka označena pot,Pri Rupah (1350 m),,615,,"cepin, dereze"
204,Rudno polje - Okroglež,2 h 55 min,lahka označena pot,Rudno polje (1347 m),,618,,"cepin, dereze"
204,Dolina Krma - Okroglež,2 h 55 min,zahtevna označena pot,Dolina Krma (930 m),,1035,čelada,"čelada, cepin, dereze"
205,Dom v Tamarju - Bivak pod Kotovim sedlom,3 h,zahtevna označena pot,Dom v Tamarju (1108 m),,857,čelada,"čelada, cepin, dereze"
205,Dom v Tamarju - Bivak pod Kotovim sedlom (po melišču),3 h 10 min,lahka označena pot,Dom v Tamarju (1108 m),,857,čelada,"čelada, cepin, dereze"
206,Planina Zajavornik - Mrežce,1 h 55 min,lahka označena pot,Planina Zajavornik (1292 m),,673,,"cepin, dereze"
206,Pri Rupah - Mrežce (direktna pot),1 h 40 min,lahka označena pot,Pri Rupah (1350 m),,615,,"cepin, dereze"
206,Pri Rupah - Mrežce (čez Lipanski vrh),1 h 50 min,delno zahtevna označena pot,Pri Rupah (1350 m),,615,,"cepin, dereze"
206,Šport hotel - Mrežce,2 h 40 min,lahka označena pot,Šport hotel (1280 m),,685,,
206,Planina Zajavornik - Mrežce (položna pot),2 h,lahka označena pot,Planina Zajavornik (1292 m),,673,,"cepin, dereze"
206,Rudno polje - Mrežce (skozi Zgornji Razor),2 h,lahka neoznačena steza,Rudno polje (1347 m),,618,,"cepin, dereze"
206,Dolina Krma - Mrežce,2 h 50 min,zahtevna označena pot,Dolina Krma (930 m),,1035,čelada,"čelada, cepin, dereze"
207,ZipLine Kanin pred planino Krnica - Plešivec,2 h,delno zahtevna neoznačena pot,ZipLine Kanin pred planino Krnica (1176 m),,786,čelada,"čelada, cepin, dereze, svetilka"
208,Rudno polje - Debeli vrh nad Lipanco (čez Kačji rob),2 h 45 min,lahka označena pot,Rudno polje (1347 m),,615,,"cepin, dereze"
208,Medvedova konta - Debeli vrh nad Lipanco,2 h 15 min,lahka označena pot,Medvedova konta (1410 m),,552,,"cepin, dereze"
208,Planina Zajavornik - Debeli vrh nad Lipanco,2 h 30 min,lahka označena pot,Planina Zajavornik (1292 m),,670,,"cepin, dereze"
208,Rudno polje - Debeli vrh nad Lipanco (skozi Zgornji Razor),2 h 15 min,lahka neoznačena steza,Rudno polje (1347 m),,615,,"cepin, dereze"
208,Šport hotel - Debeli vrh nad Lipanco,3 h 15 min,lahka označena pot,Šport hotel (1280 m),,682,,"cepin, dereze"
209,Dom v Lepeni - Velika Montura,3 h 55 min,lahka neoznačena steza,Dom v Lepeni (700 m),,1258,čelada,"čelada, cepin, dereze"
209,Planina Polog - Velika Montura,5 h 30 min,lahka neoznačena steza,Planina Polog (457 m),,1501,čelada,"čelada, cepin, dereze"
210,Tugliezzo  - Lopič / Monte Plauris (CAI 701),4 h 30 min,zahtevna označena pot,Tugliezzo  (503 m),,1455,čelada,"čelada, cepin, dereze"
210,Zgornji Pobič / Povici di Sopra - Lopič / Monte Plauris (CAI 702),5 h 30 min,zelo zahtevna označena pot,Zgornji Pobič / Povici di Sopra (346 m),,1612,čelada,"čelada, komplet za samovarovanje, cepin, dereze"
211,Soča - Vrh Leh,3 h 30 min,lahko brezpotje,Soča (500 m),,1458,,"cepin, dereze"
212,Rudno polje - Veliki Selišnik (čez Kačji rob),2 h 10 min,lahko brezpotje,Rudno polje (1347 m),,605,,"cepin, dereze"
213,Bele vode - Bivak Gorizia,2 h 30 min,lahka označena pot,Bele vode (980 m),,970,,"cepin, dereze"
214,Javorje - Mali Raskovec (preko sedla Čez Suho),3 h 45 min,lahko brezpotje,Javorje (1050 m),,896,,"cepin, dereze"
214,Javorje - Mali Raskovec (čez Lepo Suho),3 h 30 min,lahko brezpotje,Javorje (1050 m),,896,,"cepin, dereze"
214,Rutarski gozd - Mali Raskovec,3 h 30 min,lahko brezpotje,Rutarski gozd (1030 m),,916,,"cepin, dereze"
214,Grant - Mali Raskovec (čez Rodico),4 h 30 min,lahko brezpotje,Grant (725 m),,1221,,"cepin, dereze"
215,Javorje - Suha Rodica (Novi vrh) (preko sedla Čez Suho),3 h 30 min,lahko brezpotje,Javorje (1050 m),,894,,"cepin, dereze"
215,Rutarski gozd - Suha Rodica (Novi vrh),3 h 15 min,lahko brezpotje,Rutarski gozd (1030 m),,914,,"cepin, dereze"
215,Javorje - Suha Rodica (Novi vrh) (čez Lepo Suho),3 h 15 min,lahko brezpotje,Javorje (1050 m),,894,,"cepin, dereze"
215,Grant - Suha Rodica (Novi vrh),4 h 15 min,lahko brezpotje,Grant (725 m),,1219,,"cepin, dereze"
216,Dom v Lepeni - Veliki Šmohor (čez Mali Šmohor),4 h 30 min,lahko brezpotje,Dom v Lepeni (700 m),,1244,čelada,"čelada, cepin, dereze"
216,Dom v Lepeni - Veliki Šmohor (čez planino na Polju),4 h 30 min,lahko brezpotje,Dom v Lepeni (700 m),,1244,,"cepin, dereze"
217,Vršič - Prednje Robičje,1 h,lahka neoznačena steza,Vršič (1611 m),,330,,"cepin, dereze"
217,Erjavčeva koča na Vršiču - Prednje Robičje,1 h 10 min,lahka neoznačena steza,Erjavčeva koča na Vršiču (1525 m),,416,,"cepin, dereze"
218,Dom v Lepeni - Mali Šmohor,4 h,lahka označena pot,Dom v Lepeni (700 m),,1239,čelada,"čelada, cepin, dereze"
218,Koča pri Savici - Mali Šmohor,6 h 40 min,lahka označena pot,Koča pri Savici (653 m),,1286,čelada,"čelada, cepin, dereze"
219,Pod Luknjo - Matajurski vrh,3 h 50 min,"delno zahtevna označena pot, lahko brezpotje",Pod Luknjo (950 m),,986,,"cepin, dereze"
219,Polje - Matajurski vrh,5 h 5 min,"delno zahtevna označena pot, lahko brezpotje",Polje (523 m),,1413,,"cepin, dereze"
219,Podbrdo - Matajurski vrh (čez Črno prst),4 h 55 min,"delno zahtevna označena pot, lahko brezpotje",Podbrdo (508 m),,1428,,"cepin, dereze"
219,Ravne - Matajurski vrh (čez Črno prst),4 h 45 min,"delno zahtevna označena pot, lahko brezpotje",Ravne (735 m),,1201,,"cepin, dereze"
220,Koča pri Savici - Vrh Škrli,4 h 35 min,lahka neoznačena steza,Koča pri Savici (653 m),,1273,,"cepin, dereze"
220,Planina Polog - Vrh Škrli (čez planino Dobrenjščico),4 h 35 min,lahko brezpotje,Planina Polog (457 m),,1469,,"cepin, dereze"
221,Dolina Kot - Macesnovec,3 h 30 min,zahtevna neoznačena steza,Dolina Kot (950 m),,976,,"cepin, dereze"
222,Planina Blato - Bela glava,3 h,lahko brezpotje,Planina Blato (1147 m),,779,,"cepin, dereze"
223,Belopeška jezera - Mala Ponca,2 h 45 min,zahtevna označena pot,Belopeška jezera (929 m),,996,čelada,"čelada, cepin, dereze"
223,NC Planica - Mala Ponca (ob skakalnici),3 h 10 min,zahtevna neoznačena steza,NC Planica (931 m),,994,čelada,"čelada, cepin, dereze"
223,Rateče (Ledine) - Mala Ponca,3 h 30 min,zahtevna neoznačena steza,Rateče (Ledine) (853 m),,1072,čelada,"čelada, cepin, dereze"
223,Spodnje Belopeško jezero - Mala Ponca (po grebenu),3 h,zahtevna označena pot,Spodnje Belopeško jezero (924 m),,1001,čelada,"čelada, cepin, dereze"
224,Ski hotel Vogel - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),2 h 30 min,delno zahtevna označena pot,Ski hotel Vogel (1540 m),,382,,"cepin, dereze"
224,Planina Kuk - Vogel (direktna pot),2 h 45 min,lahka označena pot,Planina Kuk (1150 m),,772,,"cepin, dereze"
224,Ski hotel Vogel - Vogel (pod pobočji Orlovih glav),2 h 30 min,delno zahtevna označena pot,Ski hotel Vogel (1540 m),,382,,"cepin, dereze"
224,Ukanc - Vogel (čez planino Zadnji Vogel),4 h 30 min,lahka označena pot,Ukanc (570 m),,1352,,"cepin, dereze"
224,Ski hotel Vogel - Vogel (čez planino Zadnji Vogel),2 h 30 min,lahka označena pot,Ski hotel Vogel (1540 m),,382,,"cepin, dereze"
224,Planina Kuk - Vogel (čez Globoko),3 h 30 min,lahka označena pot,Planina Kuk (1150 m),,772,,"cepin, dereze"
224,Ski hotel Vogel - Vogel (čez sedlo Šija),3 h,delno zahtevna označena pot,Ski hotel Vogel (1540 m),,382,,"cepin, dereze"
224,Tolminske Ravne - Vogel (po mulatjeri),3 h 30 min,lahka označena pot,Tolminske Ravne (924 m),,998,,"cepin, dereze"
224,Planina Storeča raven - Vogel (pod pobočji Orlovih glav),3 h 45 min,delno zahtevna označena pot,Planina Storeča raven (1100 m),,822,,"cepin, dereze"
224,Tolminske Ravne - Vogel (strma pot),3 h,zahtevna označena pot,Tolminske Ravne (924 m),,998,,"cepin, dereze"
224,Planina Storeča raven - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),3 h 45 min,delno zahtevna označena pot,Planina Storeča raven (1100 m),,822,,"cepin, dereze"
224,Ukanc - Vogel (čez Globoko),4 h 15 min,lahka označena pot,Ukanc (570 m),,1352,čelada,"čelada, cepin, dereze"
224,Kneške Ravne - Vogel (mimo Koče na planini Razor),4 h 30 min,"lahka neoznačena steza, lahka označena pot",Kneške Ravne (720 m),,1202,čelada,"čelada, cepin, dereze"
224,Tolminske Ravne - Vogel (strma pot in čez Globoko),3 h 45 min,zahtevna označena pot,Tolminske Ravne (924 m),,998,,"cepin, dereze"
224,Tolminske Ravne - Vogel (po mulatjeri in čez Globoko),4 h 15 min,lahka označena pot,Tolminske Ravne (924 m),,998,,"cepin, dereze"
224,Kneške Ravne - Vogel (čez Žabiški Kuk),4 h 35 min,"lahka neoznačena steza, delno zahtevna označena pot",Kneške Ravne (720 m),,1202,čelada,"čelada, cepin, dereze"
224,Kneške Ravne (Prošček) - Vogel (mimo Koče na planini Razor),5 h 15 min,"lahka neoznačena steza, lahka označena pot",Kneške Ravne (Prošček) (754 m),,1168,čelada,"čelada, cepin, dereze"
224,Kneške Ravne (Prošček) - Vogel (čez Žabiški Kuk),5 h 20 min,"lahka neoznačena steza, delno zahtevna označena pot",Kneške Ravne (Prošček) (754 m),,1168,čelada,"čelada, cepin, dereze"
225,Ski hotel Vogel - Rušnati vrh (čez Konjsko sedlo),3 h 30 min,lahko brezpotje,Ski hotel Vogel (1540 m),,375,čelada,"čelada, cepin, dereze"
225,Ribčev Laz - Rušnati vrh (čez Konjsko sedlo),6 h 30 min,lahko brezpotje,Ribčev Laz (546 m),,1369,čelada,"čelada, cepin, dereze"
225,Ukanc - Rušnati vrh (skozi Žagarjev graben in čez Konjsko sedlo),4 h 50 min,lahko brezpotje,Ukanc (570 m),,1345,čelada,"čelada, cepin, dereze"
226,Dom v Lepeni - Rdeči rob,5 h 45 min,lahko brezpotje,Dom v Lepeni (700 m),,1213,,"cepin, dereze"
226,Planina Polog - Rdeči rob (čez Prehodce),5 h,lahka neoznačena steza,Planina Polog (457 m),,1456,čelada,"čelada, cepin, dereze"
226,Planina Polog - Rdeči rob (mimo Javorce in planine Sleme),4 h 30 min,"lahka označena pot, delno zahtevna neoznačena pot",Planina Polog (457 m),,1456,čelada,"čelada, cepin, dereze"
227,Rabelj/Cave del Predil - Kraljevska špica/Monte Re,2 h 30 min,delno zahtevna označena pot,Rabelj/Cave del Predil (1023 m),,889,,"cepin, dereze"
228,Vršič - Slemenova špica,1 h 15 min,lahka označena pot,Vršič (1611 m),,300,,"cepin, dereze"
228,Dom v Tamarju - Slemenova špica (mimo Črnih vod),2 h 10 min,zahtevna označena pot,Dom v Tamarju (1108 m),,803,čelada,"čelada, cepin, dereze"
228,Dom v Tamarju - Slemenova špica (skozi Grlo),2 h 10 min,zahtevna označena pot,Dom v Tamarju (1108 m),,803,čelada,"čelada, cepin, dereze"
228,Erjavčeva koča na Vršiču - Slemenova špica,1 h 25 min,lahka označena pot,Erjavčeva koča na Vršiču (1525 m),,386,,"cepin, dereze"
228,Jasna - Slemenova špica (skozi dolino Male Pišnice),3 h 45 min,"delno zahtevna neoznačena pot, zahtevna označena pot",Jasna (830 m),,1081,,"cepin, dereze"
228,Koča pri izviru Soče - Slemenova špica,3 h 25 min,lahka označena pot,Koča pri izviru Soče (886 m),,1025,,"cepin, dereze"
229,Nevejski preval - Speleološki bivak Modonutti - Savoia (pot 637),2 h 20 min,lahka označena pot,Nevejski preval (1190 m),,718,,"cepin, dereze"
229,Nevejski preval - Speleološki bivak Modonutti - Savoia (pot 636 in 637),3 h 10 min,lahka označena pot,Nevejski preval (1170 m),,738,,"cepin, dereze"
229,Rifugio Gilberti - Speleološki bivak Modonutti - Savoia,2 h,lahka označena pot,Rifugio Gilberti (1850 m),,58,,"cepin, dereze"
230,Planina Zajzera - Bivak Bernardinis (po poti 648),3 h,zelo zahtevna označena pot,Planina Zajzera (1004 m),,903,,"cepin, dereze"
230,Naborjet / Malborghetto - Bivak Bernardinis (pot 605),3 h 25 min,lahka označena pot,Naborjet / Malborghetto (750 m),,1157,,"cepin, dereze"
231,Pri Mlinču - Mangartska koča na Mangartskem sedlu (po cesti),2 h 45 min,lahka označena pot,Pri Mlinču (1094 m),,812,svetilka,"cepin, dereze, svetilka"
231,Pri Mlinču - Mangartska koča na Mangartskem sedlu,2 h 20 min,lahka označena pot,Pri Mlinču (1094 m),,812,svetilka,"cepin, dereze, svetilka"
231,Pri Mlinču - Mangartska koča na Mangartskem sedlu (čez Gladki rob),2 h 30 min,lahka neoznačena steza,Pri Mlinču (1094 m),,812,,"cepin, dereze"
232,Javorje - Mala Rodica (čez Lepo Suho),2 h 20 min,lahko brezpotje,Javorje (1050 m),,851,,"cepin, dereze"
232,Ribčev Laz - Mala Rodica,3 h 50 min,lahko brezpotje,Ribčev Laz (546 m),,1355,,"cepin, dereze"
233,Koča pri Savici - Kser,4 h 30 min,lahka označena pot,Koča pri Savici (653 m),,1247,,"cepin, dereze"
233,Planina Polog - Kser (čez planino Dobrenjščico),4 h 30 min,lahko brezpotje,Planina Polog (457 m),,1443,,"cepin, dereze"
234,Planina Blato - Rušnata glava,2 h 50 min,lahko brezpotje,Planina Blato (1147 m),,752,,"cepin, dereze"
234,Koča pri Savici - Rušnata glava,3 h 45 min,lahko brezpotje,Koča pri Savici (653 m),,1246,čelada,"čelada, cepin, dereze"
235,Mojstrana - Vrtaški vrh,3 h 40 min,lahka označena pot,Mojstrana (675 m),,1223,,"cepin, dereze"
235,Mojstrana - Vrtaški vrh (stara pot),3 h 30 min,lahka neoznačena steza,Mojstrana (675 m),,1223,,"cepin, dereze"
235,Plaz Črlovec - Vrtaški vrh (zgornja pot),3 h 50 min,"delno zahtevna neoznačena pot, lahka označena pot",Plaz Črlovec (920 m),,978,čelada,"čelada, cepin, dereze"
235,Plaz Črlovec - Vrtaški vrh (čez Vrtaško planino),3 h 25 min,"zahtevna neoznačena steza, lahka označena pot",Plaz Črlovec (920 m),,978,čelada,"čelada, cepin, dereze"
236,Pod Luknjo - Poljanski vrh,3 h 30 min,"delno zahtevna označena pot, lahko brezpotje",Pod Luknjo (950 m),,947,,"cepin, dereze"
236,Polje - Poljanski vrh,4 h 45 min,delno zahtevna označena pot,Polje (523 m),,1374,,"cepin, dereze"
236,Ravne - Poljanski vrh (čez Črno prst),4 h 25 min,"delno zahtevna označena pot, lahko brezpotje",Ravne (735 m),,1162,,"cepin, dereze"
236,Podbrdo - Poljanski vrh (čez Črno prst),4 h 35 min,"delno zahtevna označena pot, lahko brezpotje",Podbrdo (508 m),,1389,,"cepin, dereze"
237,Ski hotel Vogel - Vrh Krnic (mimo zgornje postaje sedežnice Zadnji Vogel),2 h 30 min,delno zahtevna označena pot,Ski hotel Vogel (1540 m),,356,,"cepin, dereze"
237,Ski hotel Vogel - Vrh Krnic (pod pobočji Orlovih glav),2 h 30 min,lahka neoznačena steza,Ski hotel Vogel (1540 m),,356,,"cepin, dereze"
237,Planina Kuk - Vrh Krnic (čez Vogel),2 h 55 min,"lahka označena pot, lahka neoznačena steza",Planina Kuk (1150 m),,746,,"cepin, dereze"
237,Tolminske Ravne - Vrh Krnic (strma pot in čez Globoko),3 h 40 min,"zahtevna označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,972,,"cepin, dereze"
237,Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Globoko),4 h 10 min,"lahka označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,972,,"cepin, dereze"
237,Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Vogel),3 h 40 min,"lahka označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,972,,"cepin, dereze"
237,Tolminske Ravne - Vrh Krnic (strma pot in čez Vogel),3 h 10 min,"zahtevna označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,972,,"cepin, dereze"
237,Ukanc - Vrh Krnic (čez Globoko),4 h 10 min,"lahka označena pot, lahka neoznačena steza",Ukanc (570 m),,1326,čelada,"čelada, cepin, dereze"
238,Pri Rupah - Vrh Razora,2 h,lahko brezpotje,Pri Rupah (1350 m),,543,,"cepin, dereze"
238,Planina Zajavornik - Vrh Razora,2 h 15 min,lahko brezpotje,Planina Zajavornik (1292 m),,601,,"cepin, dereze"
238,Šport hotel - Vrh Razora,3 h,lahko brezpotje,Šport hotel (1280 m),,613,,"cepin, dereze"
239,Konec ceste na Pokljuki - Studorski preval,2 h,lahka označena pot,Konec ceste na Pokljuki (1340 m),,552,,"cepin, dereze"
240,Rudno polje - Srednji Selišnik (snežni pristop),2 h 15 min,lahko brezpotje,Rudno polje (1340 m),,550,,"cepin, dereze"
241,Planina Zajzera - Krniška glavica / Jof di Sompdogna,2 h 30 min,lahka označena pot,Planina Zajzera (1004 m),,885,,"cepin, dereze"
241,Planina Zajzera - Krniška glavica / Jof di Sompdogna (pot 639 in 652),3 h 10 min,lahka označena pot,Planina Zajzera (1004 m),,885,,"cepin, dereze"
243,Log v Trenti - Velika Glava (Pot čez Trebiški dol),4 h,"lahka označena pot, lahka neoznačena steza",Log v Trenti (631 m),,1252,,"cepin, dereze, svetilka"
243,Log v Trenti - Velika Glava (Stara vojaška mulatjera na Veliko Glavo),4 h,delno zahtevna neoznačena pot,Log v Trenti (607 m),,1276,,"cepin, dereze, svetilka"
244,Ski hotel Vogel - Šija,1 h 30 min,lahka označena pot,Ski hotel Vogel (1540 m),,340,,"cepin, dereze"
244,Javorje - Šija (čez Zadnjo Suho),2 h 30 min,lahka označena pot,Javorje (1050 m),,830,,"cepin, dereze"
244,Ukanc - Šija (čez planino Zadnji Vogel),4 h 25 min,lahka označena pot,Ukanc (570 m),,1310,,"cepin, dereze"
244,Javorje - Šija (čez Kratki plaz),2 h 40 min,lahka neoznačena steza,Javorje (1050 m),,830,,"cepin, dereze"
244,Ukanc - Šija (skozi Žagarjev graben),4 h,lahka označena pot,Ukanc (570 m),,1310,,"cepin, dereze"
245,Zadnjica - Spodnje Kriško jezero,3 h 40 min,lahka označena pot,Zadnjica (650 m),,1230,čelada,"čelada, cepin, dereze"
246,Planina Blato - Krsteniški Stog (lovska pot),2 h 15 min,lahka neoznačena steza,Planina Blato (1147 m),,732,,"cepin, dereze"
246,Stara Fužina - Krsteniški Stog,4 h,lahka neoznačena steza,Stara Fužina (600 m),,1279,,"cepin, dereze"
247,Pod Luknjo - Konjski vrh,3 h 15 min,"delno zahtevna označena pot, lahko brezpotje",Pod Luknjo (950 m),,929,,"cepin, dereze"
247,Polje - Konjski vrh,4 h 30 min,"delno zahtevna označena pot, lahko brezpotje",Polje (523 m),,1356,,"cepin, dereze"
247,Ravne - Konjski vrh (čez Črno prst),4 h 10 min,"delno zahtevna označena pot, lahko brezpotje",Ravne (735 m),,1144,,"cepin, dereze"
247,Podbrdo - Konjski vrh (čez Črno prst),4 h 20 min,"delno zahtevna označena pot, lahko brezpotje",Podbrdo (508 m),,1371,,"cepin, dereze"
248,Vas na Skali - Čisti vrh,3 h 30 min,lahka neoznačena steza,Vas na Skali (980 m),,895,,"cepin, dereze"
249,Nevejski preval - Rifugio Corsi,2 h 50 min,lahka označena pot,Nevejski preval (1170 m),,704,,"cepin, dereze"
249,Cave del Mole - Rifugio Corsi,2 h 10 min,lahka označena pot,Cave del Mole (1035 m),,839,,"cepin, dereze"
249,Cave del Mole - Rifugio Corsi (sentiero dei tedeschi),2 h,delno zahtevna označena pot,Cave del Mole (1035 m),,839,,"cepin, dereze"
249,Bele vode / Rio Bianco - Rifugio Corsi (čez Krniško škrbino),4 h,delno zahtevna označena pot,Bele vode / Rio Bianco (989 m),,885,čelada,"čelada, cepin, dereze"
250,Tolminske Ravne - Tolminski Migovec,2 h 45 min,lahka označena pot,Tolminske Ravne (924 m),,944,,"cepin, dereze"
250,Čadrg - Tolminski Migovec,3 h 30 min,delno zahtevna označena pot,Čadrg (740 m),,1128,,"cepin, dereze"
251,Turkov rovt (Vrata) - Požgana Mlinarica,2 h 45 min,lahko brezpotje,Turkov rovt (Vrata) (941 m),,927,,"cepin, dereze"
251,Dolina Kot - Požgana Mlinarica,4 h,zahtevna neoznačena steza,Dolina Kot (950 m),,918,čelada,"čelada, cepin, dereze"
251,Kosmačev preval - Požgana Mlinarica,6 h 15 min,zelo zahtevna neoznačena steza,Kosmačev preval (847 m),,1021,čelada,"čelada, cepin, dereze"
252,La AleGra - Vrh Muzcev (zahodni vrh),3 h 30 min,zelo zahtevna označena pot,La AleGra (710 m),B,1154,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
253,Planina Kuk - Vrh Planje (nad Globokim),2 h 45 min,lahka neoznačena steza,Planina Kuk (1150 m),,713,,"cepin, dereze"
253,Tolminske Ravne - Vrh Planje (nad Globokim) (po mulatjeri),3 h 30 min,"lahka označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,939,,"cepin, dereze"
253,Tolminske Ravne - Vrh Planje (nad Globokim) (strma pot),3 h,"zahtevna označena pot, lahka neoznačena steza",Tolminske Ravne (924 m),,939,,"cepin, dereze"
253,Kneške Ravne - Vrh Planje (nad Globokim),4 h 30 min,lahka neoznačena steza,Kneške Ravne (720 m),,1143,čelada,"čelada, cepin, dereze"
253,Ski hotel Vogel - Vrh Planje (nad Globokim) (čez pl. Zadnji Vogel in skozi zatrep Žagarjevega grabna),2 h 40 min,"lahka označena pot, lahka neoznačena steza",Ski hotel Vogel (1540 m),,323,čelada,"čelada, cepin, dereze"
253,Ukanc - Vrh Planje (nad Globokim) (čez Globoko),4 h,lahka neoznačena steza,Ukanc (570 m),,1293,čelada,"čelada, cepin, dereze"
254,Planina Mangrt - Skutnik/Torre Guarda,2 h,delno zahtevna neoznačena pot,Planina Mangrt (1295 m),,565,čelada,"čelada, cepin, dereze, svetilka"
255,Ski hotel Vogel - Vrh Dlani,1 h 40 min,lahka neoznačena steza,Ski hotel Vogel (1540 m),,312,,"cepin, dereze"
256,Belopeška jezera - Bivak Nogara,3 h 15 min,zahtevna označena pot,Belopeška jezera (929 m),,921,"čelada, komplet za samovarovanje","čelada, komplet za samovarovanje, cepin, dereze"
257,Nevejski preval - Rifugio Gilberti,1 h 45 min,lahka označena pot,Nevejski preval (1170 m),,680,,"cepin, dereze"
257,Nevejski preval - Rifugio Gilberti (pot 636),2 h 15 min,lahka označena pot,Nevejski preval (1170 m),,680,,"cepin, dereze"
258,Rabelj / Cave del Predil - Šober / Monte Sciober Grande,2 h 45 min,lahka označena pot,Rabelj / Cave del Predil (900 m),,945,,"cepin, dereze"
